population,year,Date,consomation
32.5,2016-04-30,1985,69.28606841844324
32.5,2016-05-31,1985,69.28606841844324
32.5,2016-06-30,1985,69.28606841844324
32.6,2016-07-31,1985,69.49925632126921
32.7,2016-08-31,1985,69.7124442240952
32.8,2016-09-30,1985,69.92563212692117
32.9,2016-10-31,1985,70.13882002974715
33.0,2016-11-30,1985,70.35200793257313
33.1,2016-12-31,1985,70.56519583539911
33.2,2017-01-31,1985,70.77838373822509
33.2,2017-02-28,1986,74.05014866204164
33.3,2017-03-31,1986,74.27319127849356
33.5,2017-04-30,1986,74.71927651139742
33.5,2017-05-31,1986,74.71927651139742
33.6,2017-06-30,1986,74.94231912784936
33.7,2017-07-31,1986,75.1653617443013
33.8,2017-08-31,1986,75.38840436075321
33.9,2017-09-30,1986,75.61144697720515
33.9,2017-10-31,1986,75.61144697720515
33.9,2017-11-30,1986,75.61144697720515
34.1,2017-12-31,1986,76.05753221010902
34.1,2018-01-31,1986,76.05753221010902
34.4,2018-02-28,1987,77.59167904903418
34.4,2018-03-31,1987,77.59167904903418
34.6,2018-04-30,1987,78.04279346210996
34.6,2018-05-31,1987,78.04279346210996
34.8,2018-06-30,1987,78.49390787518573
34.8,2018-07-31,1987,78.49390787518573
34.9,2018-08-31,1987,78.71946508172363
35.1,2018-09-30,1987,79.1705794947994
35.1,2018-10-31,1987,79.1705794947994
35.1,2018-11-30,1987,79.1705794947994
35.2,2018-12-31,1987,79.3961367013373
35.4,2019-01-31,1987,79.84725111441308
35.5,2019-02-28,1987,80.07280832095097
35.5,2019-03-31,1987,80.07280832095097
35.5,2019-04-30,1988,81.65
35.6,2019-05-31,1988,81.88000000000001
35.6,2019-06-30,1988,81.88000000000001
35.7,2019-07-31,1988,82.11
35.7,2019-08-31,1988,82.11
35.7,2019-09-30,1988,82.11
35.7,2019-10-31,1988,82.11
35.8,2019-11-30,1988,82.33999999999999
35.9,2019-12-31,1988,82.57
36.0,2020-01-31,1989,74.72538347352796
36.1,2020-02-29,1989,74.93295398317665
36.2,2020-03-31,1989,75.14052449282534
36.2,2020-04-30,1989,75.14052449282534
36.4,2020-05-31,1989,75.55566551212272
36.4,2020-06-30,1989,75.55566551212272
36.6,2020-07-31,1989,75.9708065314201
36.7,2020-08-31,1989,76.17837704106877
36.8,2020-09-30,1989,76.38594755071746
37.0,2020-10-31,1989,76.80108857001484
37.0,2020-11-30,1989,76.80108857001484
37.0,2020-12-31,1989,76.80108857001484
37.0,2021-01-31,1989,76.80108857001484
37.2,2021-02-28,1990,71.27240356083087
37.2,2021-03-31,1990,71.27240356083087
37.2,2021-04-30,1990,71.27240356083087
37.2,2021-05-31,1990,71.27240356083087
37.2,2021-06-30,1990,71.27240356083087
37.3,2021-07-31,1990,71.46399604352126
37.3,2021-08-31,1990,71.46399604352126
37.4,2021-09-30,1990,71.65558852621167
37.4,2021-10-31,1991,73.98655462184874
37.5,2021-11-30,1991,74.18437963420662
37.6,2021-12-31,1991,74.38220464656452
37.6,2022-01-31,1991,74.38220464656452
37.6,2022-02-28,1991,74.38220464656452
37.7,2022-03-31,1991,74.5800296589224
37.8,2022-04-30,1991,74.77785467128027
37.8,2022-05-31,1991,74.77785467128027
38.0,2022-06-30,1991,75.17350469599604
38.0,2022-07-31,1991,75.17350469599604
38.1,2022-08-31,1991,75.37132970835394
38.2,2022-09-30,1991,75.56915472071182
38.4,2022-10-31,1991,75.96480474542757
38.6,2022-11-30,1991,76.36045477014336
38.6,2022-12-31,1992,78.7447628458498
38.7,2023-01-31,1992,78.9487648221344
38.8,2023-02-28,1992,79.15276679841897
38.9,2023-03-31,1992,79.35676877470355
39.0,2023-04-30,1992,79.56077075098814
39.1,2023-05-31,1992,79.76477272727273
39.3,2023-06-30,1992,80.17277667984189
39.4,2023-07-31,1992,80.37677865612649
39.4,2023-08-31,1992,80.37677865612649
39.5,2023-09-30,1992,80.58078063241106
39.6,2023-10-31,1992,80.78478260869565
39.8,2023-11-30,1992,81.19278656126481
39.9,2023-12-31,1992,81.39678853754941
40.0,2024-01-31,1992,81.60079051383399
